Years After Graduation,Field of Study (2-digit CIP code),Median Income,cred_Bachelor's degree,cred_Certificate,cred_Diploma,cred_Doctoral degree,cred_Master's degree,cred_Professional bachelor's degree
1.413,-1.50,34800,0,1,0,0,0,0
-0.700,-1.66,43400,0,0,0,0,1,0
0.004,0.19,70600,1,0,0,0,0,0
0.004,0.13,78600,0,0,0,1,0,0
0.709,1.53,102800,0,0,0,0,1,0
0.004,-0.82,52800,1,0,0,0,0,0
1.413,-0.10,48500,1,0,0,0,0,0
-1.404,-1.22,33200,0,0,1,0,0,0
1.413,2.26,71000,1,0,0,0,0,0
0.709,-0.82,56500,1,0,0,0,0,0
-0.700,-0.33,42600,0,0,1,0,0,0
0.004,0.13,35600,0,0,1,0,0,0
-1.404,-1.66,31500,1,0,0,0,0,0
1.413,0.19,80900,0,0,0,1,0,0
0.004,0.13,76500,1,0,0,0,0,0
-0.700,0.13,41900,0,1,0,0,0,0
0.004,0.62,99600,0,0,0,0,1,0
-0.700,0.68,58700,0,1,0,0,0,0
1.413,-0.82,56900,0,0,0,0,1,0
-1.404,-0.33,60700,0,0,1,0,0,0
-1.404,0.44,38000,1,0,0,0,0,0
0.004,-0.27,48300,1,0,0,0,0,0
0.004,-0.82,53800,1,0,0,0,0,0
-0.700,-0.33,39700,0,0,1,0,0,0
-1.404,-0.10,39000,1,0,0,0,0,0
-1.404,0.19,52000,0,0,0,1,0,0
0.004,-1.05,46600,0,1,0,0,0,0
-1.404,-0.77,53400,0,0,0,0,1,0
1.413,0.13,58300,0,1,0,0,0,0
0.709,-0.82,60000,0,0,0,0,1,0
-1.404,-0.33,35400,0,1,0,0,0,0
0.004,0.13,49900,0,1,0,0,0,0
0.004,0.68,57900,0,0,1,0,0,0
0.709,-0.33,42800,0,0,1,0,0,0
-1.404,0.19,55000,0,0,0,0,1,0
0.004,-1.66,38700,0,0,1,0,0,0
0.709,1.88,170000,0,0,1,0,0,0
-1.404,-0.33,30900,0,1,0,0,0,0
-0.700,-0.82,40700,1,0,0,0,0,0
0.709,0.13,46600,0,1,0,0,0,0
1.413,-0.33,62400,1,0,0,0,0,0
1.413,0.13,63800,1,0,0,0,0,0
-0.700,-0.33,59900,1,0,0,0,0,0
0.004,-0.82,54800,1,0,0,0,0,0
-1.404,0.13,35200,0,1,0,0,0,0
-0.700,-1.66,38800,1,0,0,0,0,0
-1.404,0.68,55800,0,0,1,0,0,0
-0.700,-0.82,51700,1,0,0,0,0,0
0.709,-0.10,59100,1,0,0,0,0,0
-1.404,-0.82,41200,1,0,0,0,0,0
1.413,-1.05,47900,0,1,0,0,0,0
1.413,-1.66,33300,1,0,0,0,0,0
1.413,0.68,80200,0,0,1,0,0,0
0.709,2.26,78500,1,0,0,0,0,0
0.709,0.13,77500,0,0,0,0,1,0
0.709,-0.83,64600,0,0,0,1,0,0
0.709,-0.10,86700,0,0,0,1,0,0
1.413,-0.09,62400,0,0,1,0,0,0
-0.700,-0.64,51100,0,0,1,0,0,0
1.413,0.45,57000,1,0,0,0,0,0
0.004,-0.10,39400,1,0,0,0,0,0
0.709,-0.83,50700,1,0,0,0,0,0
0.709,0.44,59000,1,0,0,0,0,0
0.004,-0.33,32400,0,1,0,0,0,0
-1.404,-0.82,53000,0,0,0,0,1,0
-1.404,1.53,97800,0,0,0,0,1,0
0.004,0.13,39800,0,1,0,0,0,0
1.413,2.26,132700,0,0,0,1,0,0
0.004,-0.83,41600,0,0,0,0,1,0
0.004,1.53,83000,0,0,0,0,1,0
0.709,-0.33,56300,0,0,1,0,0,0
1.413,-1.66,30400,0,0,1,0,0,0
1.413,2.26,103200,0,0,0,1,0,0
0.709,1.88,99700,0,1,0,0,0,0
0.004,0.68,70700,0,0,1,0,0,0
-0.700,-0.82,39100,0,1,0,0,0,0
1.413,0.16,54300,0,0,1,0,0,0
-1.404,0.13,25600,1,0,0,0,0,0
0.709,-0.09,61600,1,0,0,0,0,0
0.709,0.45,72700,0,0,0,0,1,0
0.709,-0.33,37700,0,0,1,0,0,0
-0.700,-0.10,63500,0,0,0,0,1,0
0.004,0.13,106900,0,0,0,0,0,1
1.413,0.19,67600,0,0,0,1,0,0
1.413,-0.55,62600,1,0,0,0,0,0
-1.404,0.93,66700,0,0,1,0,0,0
-0.700,-0.82,44800,1,0,0,0,0,0
1.413,-0.55,49900,1,0,0,0,0,0
0.709,0.13,42400,0,0,1,0,0,0
-0.700,0.13,76500,0,0,1,0,0,0
0.709,1.53,100200,0,0,0,1,0,0
1.413,0.13,48600,0,0,1,0,0,0
0.004,0.30,46400,0,0,1,0,0,0
1.413,-0.09,48200,0,0,1,0,0,0
-1.404,-0.33,50600,1,0,0,0,0,0
0.709,0.93,81900,0,0,1,0,0,0
1.413,0.44,69300,0,0,0,0,1,0
0.709,0.13,72700,0,0,0,0,1,0
-0.700,-0.77,35400,0,1,0,0,0,0
-0.700,-0.10,41200,1,0,0,0,0,0
-0.700,0.13,60200,0,0,0,0,1,0
-0.700,-0.55,44900,1,0,0,0,0,0
0.709,0.67,58500,0,1,0,0,0,0
-1.404,1.53,81100,0,0,0,0,1,0
0.004,0.13,51500,1,0,0,0,0,0
-0.700,-1.22,41700,0,0,1,0,0,0
-1.404,1.53,48000,1,0,0,0,0,0
-1.404,0.68,50400,0,1,0,0,0,0
1.413,-1.66,27500,0,0,1,0,0,0
-0.700,-0.33,84900,0,0,0,0,1,0
0.709,-1.66,30900,0,0,1,0,0,0
-1.404,-0.33,51000,1,0,0,0,0,0
1.413,-1.21,31900,0,0,1,0,0,0
-0.700,-1.21,46900,1,0,0,0,0,0
0.709,0.68,82100,1,0,0,0,0,0
0.709,0.13,58200,0,1,0,0,0,0
0.709,-0.09,48300,0,0,1,0,0,0
0.709,-0.82,39100,0,1,0,0,0,0
-1.404,1.53,105200,0,0,0,1,0,0
-0.700,0.16,70900,0,0,0,0,1,0
-1.404,-1.66,25900,0,1,0,0,0,0
-0.700,0.19,55900,0,0,0,1,0,0
1.413,-0.82,44800,1,0,0,0,0,0
-1.404,0.67,47900,0,1,0,0,0,0
1.413,1.88,46800,0,1,0,0,0,0
-1.404,2.26,69600,1,0,0,0,0,0
1.413,0.68,76000,0,0,1,0,0,0
-0.700,-0.33,36300,0,0,1,0,0,0
1.413,-0.33,48700,0,1,0,0,0,0
0.004,1.88,61400,0,1,0,0,0,0
1.413,0.93,46200,0,1,0,0,0,0
1.413,1.53,87300,0,0,0,0,1,0
1.413,0.16,64300,0,0,0,0,1,0
0.004,0.13,83100,0,1,0,0,0,0
-1.404,0.68,68900,0,0,1,0,0,0
0.004,-0.82,26300,0,0,1,0,0,0
-1.404,1.88,123700,0,0,1,0,0,0
0.709,1.53,60900,1,0,0,0,0,0
-0.700,0.68,69400,0,0,1,0,0,0
0.709,1.53,97300,0,0,0,0,1,0
-1.404,0.16,52600,0,0,0,0,1,0
0.004,0.67,83500,0,0,1,0,0,0
1.413,0.30,40300,0,0,1,0,0,0
-0.700,-0.82,49100,0,0,0,0,1,0
0.709,2.26,80800,0,0,0,1,0,0
-1.404,0.62,59900,0,0,0,0,0,1
0.709,0.67,51100,0,0,1,0,0,0
-0.700,0.13,44900,0,1,0,0,0,0
-1.404,-1.62,27000,1,0,0,0,0,0
-1.404,-0.09,50300,1,0,0,0,0,0
-1.404,-0.83,50800,0,0,0,1,0,0
-0.700,0.13,76000,1,0,0,0,0,0
-1.404,-0.33,53400,1,0,0,0,0,0
-1.404,-0.55,39300,1,0,0,0,0,0
1.413,0.13,78200,0,1,0,0,0,0
-0.700,-0.10,45700,1,0,0,0,0,0
-0.700,-1.66,34700,0,0,1,0,0,0
-1.404,-1.50,27500,0,1,0,0,0,0
-0.700,-0.27,74100,1,0,0,0,0,0
-1.404,-0.82,67600,0,0,0,0,1,0
-1.404,-0.62,35000,1,0,0,0,0,0
1.413,0.13,44700,0,0,1,0,0,0
-1.404,-0.33,32400,0,0,1,0,0,0
-1.404,0.13,37900,0,1,0,0,0,0
0.709,-0.82,50100,0,0,1,0,0,0
0.004,-0.55,54800,0,0,1,0,0,0
-1.404,-0.33,50100,0,0,1,0,0,0
0.709,0.13,82000,0,1,0,0,0,0
1.413,-0.55,40000,0,0,1,0,0,0
0.709,-1.66,38800,0,0,0,0,1,0
0.709,0.62,113900,0,0,0,0,1,0
-1.404,0.44,61100,0,0,0,0,1,0
1.413,2.26,103000,1,0,0,0,0,0
1.413,-1.66,37500,1,0,0,0,0,0
-1.404,0.13,94600,0,0,0,0,1,0
1.413,-0.82,35800,0,1,0,0,0,0
0.004,-1.62,31400,0,0,0,0,1,0
0.004,0.44,75900,0,0,0,1,0,0
-0.700,-0.82,40900,1,0,0,0,0,0
0.004,-0.10,84500,0,0,0,0,1,0
-0.700,-0.83,43900,0,0,0,1,0,0
-0.700,0.68,73700,0,0,1,0,0,0
-1.404,0.16,43600,0,0,1,0,0,0
-0.700,0.62,40800,0,1,0,0,0,0
0.709,-0.82,54700,1,0,0,0,0,0
-1.404,0.13,53100,0,1,0,0,0,0
1.413,0.67,70000,0,1,0,0,0,0
-1.404,-1.05,41800,0,1,0,0,0,0
-0.700,-0.82,36600,0,0,1,0,0,0
-0.700,-0.33,48800,0,0,1,0,0,0
1.413,0.30,39400,0,1,0,0,0,0
0.004,-0.33,66400,1,0,0,0,0,0
0.004,-0.33,65800,1,0,0,0,0,0
1.413,-0.82,59700,1,0,0,0,0,0
-0.700,0.68,64800,0,0,1,0,0,0
0.004,2.26,87500,1,0,0,0,0,0
-0.700,-1.66,36500,0,0,1,0,0,0
0.004,0.13,40600,0,0,1,0,0,0
0.004,-1.66,30000,1,0,0,0,0,0
-0.700,2.26,92100,1,0,0,0,0,0
0.709,-0.83,43400,1,0,0,0,0,0
-1.404,-0.33,27700,0,1,0,0,0,0
-1.404,-0.77,35700,0,0,1,0,0,0
-1.404,-0.33,39900,0,0,1,0,0,0
0.004,0.67,54700,0,1,0,0,0,0
-0.700,-0.10,43000,1,0,0,0,0,0
-1.404,-1.21,38600,0,1,0,0,0,0
-1.404,0.13,105300,0,0,0,0,0,1
0.709,0.62,45200,0,0,1,0,0,0
-0.700,0.68,61100,0,0,1,0,0,0
-0.700,0.16,48700,0,0,1,0,0,0
-0.700,-0.33,33400,0,1,0,0,0,0
-1.404,0.16,65300,0,0,0,0,1,0
-1.404,-1.34,21300,0,1,0,0,0,0
-0.700,-0.83,37600,1,0,0,0,0,0
-1.404,0.44,72600,0,0,0,1,0,0
1.413,-1.62,38900,1,0,0,0,0,0
-0.700,-1.62,38300,1,0,0,0,0,0
1.413,0.45,78000,0,0,0,0,1,0
1.413,-0.82,38600,0,0,1,0,0,0
1.413,0.13,60100,1,0,0,0,0,0
-0.700,-0.90,43700,0,1,0,0,0,0
0.004,0.13,44700,0,0,1,0,0,0
0.004,0.67,124100,1,0,0,0,0,0
-1.404,-1.05,33800,0,1,0,0,0,0
1.413,0.93,82100,0,0,1,0,0,0
0.709,-1.13,37700,1,0,0,0,0,0
-0.700,-1.62,38300,1,0,0,0,0,0
-0.700,-1.21,35700,0,1,0,0,0,0
0.004,-0.82,37800,0,1,0,0,0,0
-0.700,-0.33,33600,0,1,0,0,0,0
-1.404,-0.82,37100,0,0,1,0,0,0
-0.700,0.13,101600,0,0,0,1,0,0
-1.404,-0.82,31800,1,0,0,0,0,0
1.413,2.26,114600,1,0,0,0,0,0
0.709,0.16,55400,0,0,1,0,0,0
-1.404,-0.82,50100,0,0,0,0,1,0
1.413,-0.82,35300,0,0,1,0,0,0
1.413,0.13,81000,0,0,1,0,0,0
0.709,0.19,78800,0,0,0,1,0,0
1.413,-0.82,86200,0,0,0,0,1,0
-1.404,-1.34,43400,1,0,0,0,0,0
0.709,0.19,63000,1,0,0,0,0,0
1.413,-0.10,65100,1,0,0,0,0,0
0.709,-1.50,33000,0,1,0,0,0,0
1.413,-0.77,55900,1,0,0,0,0,0
1.413,-0.33,48400,0,0,1,0,0,0
-0.700,0.45,53800,1,0,0,0,0,0
0.709,-1.66,36200,1,0,0,0,0,0
-1.404,0.13,24400,0,0,1,0,0,0
0.709,-0.27,57700,1,0,0,0,0,0
1.413,-0.82,48400,1,0,0,0,0,0
0.004,-0.55,52600,1,0,0,0,0,0
-1.404,2.26,89900,1,0,0,0,0,0
1.413,1.88,175800,0,0,1,0,0,0
1.413,-0.82,63100,1,0,0,0,0,0
0.004,0.19,60700,0,0,0,0,1,0
0.709,0.62,101500,0,0,0,0,0,1
-1.404,0.13,47600,0,0,1,0,0,0
-1.404,0.13,50700,0,0,1,0,0,0
0.709,0.68,65700,0,0,1,0,0,0
-0.700,0.13,106800,0,0,0,0,0,1
-0.700,0.13,54200,0,0,1,0,0,0
-1.404,0.68,47500,0,0,1,0,0,0
-0.700,-0.82,38400,1,0,0,0,0,0
-1.404,-1.66,45400,0,0,0,0,1,0
1.413,0.67,59100,0,1,0,0,0,0
-0.700,-0.62,39800,0,0,0,0,1,0
-1.404,-0.77,37400,1,0,0,0,0,0
0.004,0.30,70200,0,0,0,1,0,0
1.413,1.53,66800,1,0,0,0,0,0
-1.404,2.26,74000,1,0,0,0,0,0
-0.700,-1.50,29400,0,1,0,0,0,0
0.004,-0.77,39100,0,1,0,0,0,0
1.413,-0.10,87100,0,0,0,1,0,0
0.709,2.26,81100,1,0,0,0,0,0
-1.404,0.19,49800,0,0,0,1,0,0
-1.404,-1.62,29900,1,0,0,0,0,0
0.709,-0.90,45600,0,0,1,0,0,0
0.004,0.68,55300,0,1,0,0,0,0
1.413,1.88,96900,0,0,1,0,0,0
1.413,1.53,77800,0,0,0,0,1,0
0.004,-0.33,45000,0,0,1,0,0,0
1.413,-1.05,63700,0,1,0,0,0,0
0.004,-0.33,33400,0,1,0,0,0,0
-1.404,2.26,70500,1,0,0,0,0,0
0.004,0.30,69800,1,0,0,0,0,0
0.709,0.13,93000,0,0,0,1,0,0
0.709,0.13,52400,1,0,0,0,0,0
-0.700,0.13,72400,0,0,0,0,1,0
0.709,1.53,65100,1,0,0,0,0,0
0.004,-0.33,52500,0,1,0,0,0,0
0.709,0.30,86100,0,0,0,0,1,0
-0.700,-0.33,55700,1,0,0,0,0,0
0.004,0.68,69000,0,0,1,0,0,0
-1.404,-0.82,39700,0,1,0,0,0,0
-0.700,2.26,104600,1,0,0,0,0,0
0.004,1.53,91700,0,0,0,1,0,0
0.004,0.30,59200,0,0,1,0,0,0
1.413,0.93,43600,0,1,0,0,0,0
-0.700,1.88,98100,0,1,0,0,0,0
-0.700,-0.10,53300,1,0,0,0,0,0
-0.700,-0.27,48500,1,0,0,0,0,0
1.413,-1.66,64900,0,0,0,0,1,0
1.413,-1.66,43600,1,0,0,0,0,0
-1.404,-0.82,58600,0,0,0,0,1,0
-1.404,0.67,46600,0,1,0,0,0,0
0.004,0.44,70800,1,0,0,0,0,0
0.004,2.26,109800,1,0,0,0,0,0
-0.700,-0.77,58100,0,0,0,0,1,0
-1.404,0.13,82400,0,1,0,0,0,0
0.709,-0.33,66000,1,0,0,0,0,0
-1.404,1.53,51700,1,0,0,0,0,0
1.413,-0.82,57100,1,0,0,0,0,0
0.709,1.88,54200,0,0,1,0,0,0
-0.700,-1.66,29900,1,0,0,0,0,0
1.413,-0.82,55900,0,0,0,1,0,0
-0.700,0.62,103900,0,0,0,0,1,0
-1.404,0.19,42900,1,0,0,0,0,0
1.413,-1.66,15000,1,0,0,0,0,0
-1.404,-1.21,20100,0,0,1,0,0,0
0.709,-0.33,45400,0,0,1,0,0,0
0.709,1.53,99100,0,0,0,0,1,0
1.413,0.62,45800,0,0,1,0,0,0
-1.404,0.68,59000,0,1,0,0,0,0
0.709,0.93,43700,0,1,0,0,0,0
0.709,-1.05,42800,0,1,0,0,0,0
1.413,-0.82,62100,1,0,0,0,0,0
0.709,1.53,78100,0,0,1,0,0,0
1.413,1.53,93400,0,0,0,1,0,0
1.413,-0.10,91700,0,0,0,0,1,0
-0.700,2.26,85600,0,0,0,0,1,0
-0.700,0.13,3100,0,0,0,0,0,1
1.413,-0.33,70500,1,0,0,0,0,0
0.709,-0.77,44700,0,0,1,0,0,0
1.413,-0.82,58800,0,0,0,1,0,0
-1.404,-0.90,39300,0,1,0,0,0,0
0.004,-1.22,42100,0,0,1,0,0,0
1.413,-0.55,46500,0,0,1,0,0,0
-1.404,0.68,43900,0,1,0,0,0,0
0.709,0.13,33600,0,0,1,0,0,0
-0.700,0.19,69900,1,0,0,0,0,0
-0.700,-0.09,56600,1,0,0,0,0,0
1.413,0.13,34500,0,0,1,0,0,0
-1.404,-0.82,46200,1,0,0,0,0,0
0.004,-1.22,37800,0,0,1,0,0,0
0.004,-0.82,38600,1,0,0,0,0,0
0.709,-0.82,51800,1,0,0,0,0,0
-0.700,-1.62,32700,0,0,0,0,1,0
-0.700,-0.55,50900,1,0,0,0,0,0
-0.700,-0.33,39600,0,1,0,0,0,0
-1.404,-1.66,25200,1,0,0,0,0,0
1.413,-1.66,41100,1,0,0,0,0,0
0.709,0.30,44000,0,1,0,0,0,0
1.413,0.13,36500,0,0,1,0,0,0
1.413,-0.62,52100,1,0,0,0,0,0
-0.700,0.67,117100,1,0,0,0,0,0
-1.404,0.68,67800,0,0,1,0,0,0
0.004,-0.33,58400,1,0,0,0,0,0
0.004,-0.33,46300,0,0,1,0,0,0
-0.700,-0.09,70900,0,0,0,1,0,0
-0.700,0.68,53400,0,0,1,0,0,0
-0.700,0.44,59700,0,0,0,0,1,0
-1.404,-0.10,37200,1,0,0,0,0,0
-0.700,-0.33,43200,0,1,0,0,0,0
1.413,-1.66,37600,1,0,0,0,0,0
0.709,0.19,54000,1,0,0,0,0,0
-0.700,-1.34,21800,0,1,0,0,0,0
-0.700,0.44,42100,1,0,0,0,0,0
0.709,-0.33,39200,0,0,1,0,0,0
1.413,0.68,53600,0,1,0,0,0,0
-0.700,-0.10,40100,1,0,0,0,0,0
0.709,-0.09,67800,1,0,0,0,0,0
0.004,-1.22,35600,0,1,0,0,0,0
-0.700,-0.33,52100,1,0,0,0,0,0
-1.404,-0.09,39900,0,0,1,0,0,0
1.413,-0.77,45500,0,0,1,0,0,0
0.004,-1.62,37700,1,0,0,0,0,0
0.004,-0.82,49000,0,0,0,0,1,0
-0.700,1.88,40800,0,1,0,0,0,0
-0.700,-0.82,45800,1,0,0,0,0,0
0.004,0.62,44100,0,0,1,0,0,0
0.709,0.68,77500,0,0,1,0,0,0
1.413,-0.33,74700,1,0,0,0,0,0
0.709,0.68,56400,0,1,0,0,0,0
-0.700,0.19,67600,0,0,0,1,0,0
0.709,0.13,84200,0,0,0,1,0,0
0.709,-1.66,38200,0,0,1,0,0,0
0.004,-0.62,46200,0,0,0,0,1,0
0.709,-0.33,42400,0,1,0,0,0,0
0.004,0.68,75900,0,0,1,0,0,0
1.413,-0.82,38300,0,0,1,0,0,0
-1.404,0.30,38700,0,0,1,0,0,0
0.004,-0.82,61000,1,0,0,0,0,0
-1.404,-0.33,32500,0,1,0,0,0,0
-0.700,-0.33,65000,0,0,1,0,0,0
0.709,-0.10,43800,1,0,0,0,0,0
0.004,0.13,49800,0,0,1,0,0,0
-1.404,-0.33,45300,0,0,1,0,0,0
-0.700,-0.77,43300,1,0,0,0,0,0
0.709,-0.82,31100,0,1,0,0,0,0
0.709,-0.82,41700,0,0,1,0,0,0
1.413,-0.55,66800,0,0,0,0,1,0
0.004,-0.27,39600,1,0,0,0,0,0
-0.700,-1.62,18600,0,0,0,1,0,0
-1.404,0.45,52000,1,0,0,0,0,0
-1.404,-0.82,28600,1,0,0,0,0,0
0.004,1.88,43900,0,1,0,0,0,0
0.709,0.67,64800,0,1,0,0,0,0
-0.700,0.68,61200,0,1,0,0,0,0
-0.700,-0.33,42000,0,0,1,0,0,0
-0.700,-1.22,42300,1,0,0,0,0,0
-0.700,0.16,50300,0,0,1,0,0,0
0.004,-1.13,38800,1,0,0,0,0,0
-1.404,-0.10,67200,0,0,0,1,0,0
1.413,-0.09,45900,0,0,1,0,0,0
-1.404,-0.82,41800,1,0,0,0,0,0
1.413,-1.66,40600,0,0,1,0,0,0
-0.700,-1.22,34900,0,1,0,0,0,0
1.413,0.19,53100,1,0,0,0,0,0
0.709,0.68,54500,0,0,1,0,0,0
-1.404,0.13,37800,1,0,0,0,0,0
-1.404,-0.10,55700,0,0,0,0,1,0
0.004,-0.55,37500,0,0,1,0,0,0
0.709,-0.33,35900,0,1,0,0,0,0
-1.404,-0.10,33100,1,0,0,0,0,0
1.413,-0.82,46900,0,0,1,0,0,0
1.413,-0.83,54900,1,0,0,0,0,0
-0.700,0.44,56200,0,0,0,1,0,0
-1.404,-0.82,34800,1,0,0,0,0,0
-1.404,-0.33,36700,0,0,1,0,0,0
1.413,-0.27,56300,1,0,0,0,0,0
-0.700,0.13,79400,1,0,0,0,0,0
-0.700,0.16,55400,0,0,0,0,1,0
-0.700,0.68,60400,0,0,1,0,0,0
-1.404,0.16,44300,0,0,1,0,0,0
0.709,0.13,34800,0,0,1,0,0,0
0.709,-1.22,40400,0,0,1,0,0,0
0.004,-1.34,37200,0,0,1,0,0,0
1.413,0.13,87600,0,0,0,1,0,0
-1.404,0.13,43900,0,0,1,0,0,0
-1.404,-0.77,58600,0,0,0,0,1,0
-1.404,1.53,100300,0,0,0,0,1,0
-0.700,-0.82,29200,0,0,1,0,0,0
-1.404,-1.66,30200,1,0,0,0,0,0
1.413,-0.33,52300,0,0,1,0,0,0
0.709,0.13,41000,0,0,1,0,0,0
0.004,0.93,78700,0,0,1,0,0,0
-0.700,-0.82,51900,1,0,0,0,0,0
-0.700,-0.83,48100,1,0,0,0,0,0
1.413,-0.33,91100,0,0,0,0,1,0
